ADDRESS,CAMERA_ID,VIOLATION DATE,VIOLATIONS,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION,Historical Wards 2003-2015,Zip Codes,Community Areas,Census Tracts,Wards
3116 N NARRAGANSETT AVE,CHI132,02/14/2019,1,1133159.075197319,1920109.559372899,41.93700435,-87.786036722,"(41.93700435024341, -87.78603672187927)",39,22254,19,137,44
3130 N ASHLAND AVE,CHI172,02/14/2019,8,1165057.801533191,1920991.385440163,41.938805468,-87.668778779,"(41.93880546751142, -87.66877877931208)",16,4449,57,711,40
3137 W PETERSON,CHI024,02/14/2019,28,1154183.287274807,1939668.834930217,41.990281914,-87.708244626,"(41.9902819135942, -87.70824462568225)",46,4450,20,65,24
3200 S ARCHER AVE,CHI144,02/14/2019,37,1165344.912712872,1883513.817021857,41.835958018,-87.668790267,"(41.83595801848586, -87.66879026653764)",26,14920,56,192,26
3212 W 55TH ST,CHI167,02/14/2019,1,1155816.394779406,1868011.518813136,41.793614646,-87.704170355,"(41.793614646148406, -87.7041703550325)",49,22248,61,776,8
3217 W 55TH ST,CHI166,02/14/2019,1,1155768.430257114,1867930.168343089,41.793392372,-87.704348421,"(41.79339237207923, -87.70434842139014)",49,22248,61,801,8
3230 N MILWAUKEE AVE,CHI087,02/14/2019,5,1149738.885755279,1921203.286051271,41.939699007,-87.725074339,"(41.93969900713657, -87.72507433916897)",7,21538,22,138,21
324 E ILLINOIS ST,CHI126,02/14/2019,3,1178721.705071304,1903728.729069971,41.891134484,-87.61908944,"(41.89113448402406, -87.61908943995478)",22,21182,37,159,36
324 S KEDZIE AVE,CHI123,02/14/2019,7,1155057.768104626,1898246.715441378,41.876598942,-87.706142679,"(41.87659894232968, -87.70614267856668)",11,21572,28,765,23
341 W 76th ST,CHI137,02/14/2019,4,1175175.124032429,1854511.45995174,41.756158269,-87.633586263,"(41.756158269344546, -87.6335862634599)",17,21554,67,495,31
3450 W 71ST,CHI015,02/14/2019,2,1154377.983623192,1857351.590718894,41.764390957,-87.70972842,"(41.76439095689881, -87.70972841983624)",6,21867,64,383,31
346 W 76th ST,CHI136,02/14/2019,1,1175111.640548294,1854589.688795628,41.756374355,-87.633816585,"(41.7563743554102, -87.6338165847716)",17,21554,67,495,32
3521 N WESTERN,CHI026,02/14/2019,56,1159788.440574137,1923417.775809662,41.945574091,-87.688077853,"(41.945574090874274, -87.68807785258112)",13,21538,46,646,18
3534 N WESTERN,CHI027,02/14/2019,31,1159704.098937127,1923558.718079439,41.945962587,-87.688383964,"(41.9459625867886, -87.68838396394528)",13,21538,46,110,18
3535 E 95TH ST,CHI140,02/14/2019,3,1201486.255858151,1842590.389225195,41.722818322,-87.537567465,"(41.722818322421595, -87.53756746533104)",47,21202,49,528,47
3542 E 95TH ST,CHI141,02/14/2019,1,1201629.279994198,1842674.179369794,41.72304462,-87.537040758,"(41.72304461975978, -87.5370407583455)",47,21202,49,705,47
3646 W MADISON,CHI009,02/14/2019,31,1151844.874455435,1899804.753327747,41.880938186,-87.717898449,"(41.88093818643283, -87.71789844857646)",11,21572,28,704,23
3655 W JACKSON,CHI008,02/14/2019,11,1151781.484945551,1898394.967222984,41.877070828,-87.718168316,"(41.87707082846323, -87.71816831641307)",11,21572,28,704,23
3809 W BELMONT AVE,CHI088,02/14/2019,9,1150401.300499035,1920967.933084685,41.939040256,-87.722645911,"(41.939040255975605, -87.72264591078833)",27,21538,22,215,21
3810 W BELMONT AVE,CHI089,02/14/2019,1,1150363.864127394,1921047.10093015,41.939258231,-87.722781428,"(41.93925823071868, -87.72278142793657)",27,21538,22,138,21
3832 W 79TH,CHI074,02/14/2019,12,1151723.352626897,1851984.504633979,41.749715177,-87.719598779,"(41.749715176851936, -87.71959877920995)",6,4300,69,571,30
3843 S WESTERN,CHI007,02/14/2019,29,1161037.665305821,1878964.291316377,41.823563957,-87.684721126,"(41.82356395744577, -87.68472112618639)",29,14924,56,2,1
3843 W 111TH,CHI048,02/14/2019,4,1152527.402615974,1830667.777755826,41.691202396,-87.717211399,"(41.69120239624487, -87.71721139909997)",33,4447,73,264,42
3851 W 79th,CHI073,02/14/2019,7,1151859.077753413,1851860.018482846,41.749370908,-87.719104675,"(41.74937090787529, -87.71910467544157)",6,4300,69,199,30
3911 W DIVERSEY AVE,CHI177,02/14/2019,1,1149782.573407406,1918290.453029553,41.931705097,-87.724989739,"(41.93170509746654, -87.72498973945363)",27,22535,23,107,17
4040 W 55TH,CHI062,02/14/2019,1,1150194.312710597,1867856.573495409,41.793300512,-87.724790362,"(41.79330051203649, -87.72479036232271)",35,22248,60,793,6
4040 W CHICAGO AVE,CHI108,02/14/2019,17,1149149.69828245,1905073.431920491,41.895448621,-87.727658471,"(41.895448620893006, -87.72765847088665)",4,4299,24,99,45
4041 W CHICAGO AVE,CHI107,02/14/2019,27,1149134.784201944,1904992.924714128,41.89522799,-87.727715334,"(41.89522798956752, -87.72771533433409)",11,21572,24,99,45
4042 W NORTH AVE,CHI161,02/14/2019,2,1149005.647148129,1910365.150873238,41.909972425,-87.72805041,"(41.90997242450237, -87.72805040969816)",27,22615,24,285,49
4042 W ROOSEVELT RD,CHI160,02/14/2019,6,1149437.132077646,1894437.686517121,41.866257378,-87.72687882,"(41.866257378192785, -87.72687882014701)",36,21572,30,98,14
4053 W NORTH AVE,CHI159,02/14/2019,4,1148866.623755592,1910281.53833667,41.909745674,-87.728563295,"(41.90974567444195, -87.72856329512945)",27,22615,24,286,49
4123 N CENTRAL AVE,CHI049,02/14/2019,2,1138310.38101538,1926965.395448081,41.955725645,-87.766938123,"(41.95572564479322, -87.76693812345056)",25,22618,15,260,19
4124 W FOSTER AVE,CHI003,02/14/2019,58,1147852.58857067,1934274.994738347,41.975605302,-87.731669795,"(41.97560530194193, -87.73166979484374)",28,21869,13,748,38
4246 W 47TH ST,CHI179,02/14/2019,6,1148661.186932434,1873164.518174026,41.80789596,-87.73027571,"(41.807895960417916, -87.73027570952607)",49,22248,54,591,8
4319 W 47TH ST,CHI178,02/14/2019,9,1148258.402624312,1873075.161798808,41.807658499,-87.731755331,"(41.80765849941129, -87.73175533139705)",35,22248,54,697,8
4432 N LINCOLN,CHI056,02/14/2019,3,1160697.51043315,1929507.413867631,41.96226556,-87.684566996,"(41.96226556022151, -87.68456699562915)",13,21849,6,667,18
4433 N WESTERN,CHI055,02/14/2019,9,1159610.141634439,1929516.781948006,41.962313789,-87.688564554,"(41.96231378868856, -87.68856455418805)",13,21849,6,667,18
4436 N WESTERN,CHI094,02/14/2019,3,1159528.872859255,1929555.550585484,41.96242185,-87.688862275,"(41.9624218495406, -87.68886227502836)",13,21849,6,621,18
445 W 127TH,CHI045,02/14/2019,102,1175468.445851752,1820629.228565181,41.663174059,-87.633520452,"(41.663174059325534, -87.63352045241697)",30,21861,50,7,43
449 N COLUMBUS DR,CHI124,02/14/2019,4,1178428.35425324,1903326.613409231,41.890037755,-87.620179034,"(41.89003775504898, -87.62017903427099)",22,21182,37,159,36
450 N COLUMBUS DR,CHI125,02/14/2019,29,1178351.216208364,1903356.801857411,41.890122353,-87.620461395,"(41.890122352505166, -87.62046139513696)",22,21182,37,159,36
4620 W BELMONT AVE,CHI086,02/14/2019,7,1144830.583591838,1920910.013194031,41.938988391,-87.743121423,"(41.938988390759555, -87.74312142256439)",27,22618,15,115,21
4674 W PETERSON AVE,CHI116,02/14/2019,7,1144100.840412846,1939510.241737531,41.990042674,-87.745334319,"(41.99004267366519, -87.7453343185986)",28,22532,12,713,38
4707 W PETERSON AVE,CHI115,02/14/2019,32,1143859.071304929,1939422.942112187,41.989807669,-87.746225804,"(41.98980766908236, -87.74622580384673)",28,22532,12,713,38
4831 W LAWRENCE AVE,CHI147,02/14/2019,27,1143137.859882784,1931435.232520927,41.967902328,-87.749078977,"(41.96790232791309, -87.74907897663441)",20,21869,15,259,50
4843 W FULLERTON,CHI044,02/14/2019,16,1143534.106042984,1915477.824504917,41.92410633,-87.748022664,"(41.92410632982652, -87.74802266359677)",7,22615,19,306,17
4909 N CICERO AVE,CHI149,02/14/2019,70,1143500.84164955,1932251.246745402,41.970134736,-87.747723797,"(41.970134735816295, -87.7477237971432)",28,21869,14,751,38
4929 S PULASKI,CHI030,02/14/2019,29,1150573.998715103,1871490.401558551,41.803264895,-87.723303509,"(41.80326489471, -87.72330350914287)",49,22248,54,698,8
4965 S ARCHER,CHI032,02/14/2019,19,1150880.680088461,1871373.743751604,41.80293879,-87.722181792,"(41.802938790166, -87.72218179156356)",49,22248,54,698,8
5006 S WESTERN BLVD,CHI173,02/14/2019,46,1161333.9685091,1871365.414704148,41.802705576,-87.683844789,"(41.80270557565183, -87.68384478927206)",19,14924,61,775,3
5025 S WESTERN AVE,CHI100,02/14/2019,11,1161264.059630805,1871171.183488361,41.80217403,-87.684106558,"(41.802174029934044, -87.68410655772436)",19,14924,61,775,3
5030 S PULASKI,CHI031,02/14/2019,25,1150513.081876743,1870811.076557055,41.801401913,-87.723544598,"(41.80140191299459, -87.72354459803559)",49,22248,54,697,8
506 S CENTRAL AVE,CHI130,02/14/2019,1,1139100.738201602,1897035.93011447,41.873581418,-87.764761968,"(41.87358141810132, -87.7647619684764)",52,22216,26,67,7
5120 N PULASKI,CHI004,02/14/2019,17,1148759.385878875,1933817.599837362,41.974332655,-87.728347022,"(41.97433265461055, -87.72834702238127)",28,21869,13,748,38
515 S CENTRAL AVE,CHI057,02/14/2019,2,1139183.475728338,1896944.581182828,41.87332924,-87.764460415,"(41.873329240103914, -87.76446041521123)",52,22216,26,68,7
5330 S COTTAGE GROVE,CHI013,02/14/2019,23,1182452.725004514,1869711.793547827,41.797703886,-87.606444779,"(41.79770388561477, -87.60644477865196)",1,22260,7,401,10
536 E MORGAN DR,CHI029,02/14/2019,79,1180984.656814868,1868164.766433233,41.793492646,-87.61187597,"(41.793492645896656, -87.6118759701359)",53,22260,7,401,4
5420 S RACINE AVE,CHI118,02/14/2019,4,1169208.608674489,1868739.470226128,41.795332775,-87.655040979,"(41.795332774848234, -87.65504097855228)",19,14924,59,790,4
5432 W LAWRENCE,CHI103,02/14/2019,1,1139099.594130043,1931391.06349442,41.96785573,-87.763928644,"(41.96785573012919, -87.76392864369929)",20,21869,11,129,50
5433 S PULASKI,CHI059,02/14/2019,4,1150670.689050764,1868131.267079955,41.794045046,-87.723036363,"(41.79404504596532, -87.72303636259336)",35,22248,60,792,6
5440 W GRAND,CHI043,02/14/2019,15,1139652.88459503,1913310.682326263,41.918231266,-87.762337058,"(41.91823126606235, -87.7623370579504)",4,22615,19,307,44
5446 W FULLERTON,CHI042,02/14/2019,8,1139459.798121728,1915458.446013142,41.924128491,-87.762993999,"(41.92412849125162, -87.76299399881007)",27,22615,19,80,21
5454 W IRVING PARK,CHI050,02/14/2019,13,1139042.659337997,1926097.062423206,41.953329545,-87.764267264,"(41.95332954454448, -87.76426726425451)",25,22618,15,260,19
5471 W HIGGINS,CHI102,02/14/2019,22,1139071.529638349,1931897.937514376,41.969247149,-87.764019451,"(41.96924714863934, -87.76401945149458)",20,21869,11,129,50
5509 W FULLERTON,CHI041,02/14/2019,29,1139212.2827424,1915372.613784541,41.923897472,-87.763905578,"(41.92389747217995, -87.76390557836874)",4,22615,19,307,44
5532 S KEDZIE AVE,CHI164,02/14/2019,3,1155954.012564287,1867613.622315444,41.792519997,-87.703676403,"(41.79251999694851, -87.70367640326066)",49,21867,61,801,8
5739 N NORTHWEST HWY,CHI156,02/14/2019,10,1132581.461485981,1938004.278899987,41.986119389,-87.787740827,"(41.98611938850496, -87.7877408267013)",34,22243,36,657,29
57 E 95TH,CHI035,02/14/2019,5,1178586.98154429,1841966.713809109,41.721657133,-87.621462899,"(41.72165713317433, -87.62146289865515)",31,21546,45,567,43
5816 W JACKSON,CHI058,02/14/2019,46,1137564.894528388,1898340.606160034,41.877189405,-87.770369502,"(41.87718940463045, -87.7703695017756)",52,22216,26,67,7
5885 N RIDGE AVE,CHI093,02/14/2019,12,1165004.033252215,1939248.352982784,41.988904472,-87.668455725,"(41.988904472466494, -87.66845572473223)",40,4451,76,539,16
6125 N CICERO AVE,CHI114,02/14/2019,2,1143321.446253045,1940251.313896504,41.992090875,-87.74818249,"(41.99209087530193, -87.74818249018868)",28,22532,12,713,38
6226 W IRVING PARK RD,CHI083,02/14/2019,15,1133995.169966259,1925971.269149065,41.953074826,-87.782825538,"(41.95307482555687, -87.78282553773761)",25,22254,15,131,19
6247 W FULLERTON,CHI039,02/14/2019,2,1134158.281732405,1915236.510832825,41.923614583,-87.78247949,"(41.9236145831186, -87.78247948955652)",52,22615,19,77,44
6250 W FULLERTON,CHI040,02/14/2019,6,1134113.48240834,1915315.343641525,41.923831699,-87.782642242,"(41.92383169923362, -87.78264224184598)",52,22615,19,78,21
629 S STATE,CHI033,02/14/2019,33,1176497.696371563,1897411.293953239,41.873849599,-87.627447875,"(41.873849598744286, -87.62744787497319)",48,14913,38,368,10
62 E 95TH,CHI036,02/14/2019,2,1178615.953706068,1842047.62197816,41.721878498,-87.621354328,"(41.72187849819265, -87.62135432849777)",31,21546,45,554,43
630 S STATE,CHI034,02/14/2019,23,1176418.004996675,1897401.384626672,41.873824205,-87.627740759,"(41.87382420497741, -87.62774075943143)",48,14913,38,12,10
6330 S MARTIN LUTHER KING,CHI148,02/14/2019,23,1179971.443247905,1862983.346065067,41.779297609,-87.615749875,"(41.77929760923632, -87.61574987538572)",53,22260,67,122,4
6443 W BELMONT AVE,CHI105,02/14/2019,3,1132715.909031448,1920535.619102073,41.938181259,-87.787655485,"(41.938181258548575, -87.78765548502582)",39,22254,19,137,44
6510 W BRYN MAWR AVE,CHI158,02/14/2019,21,1131748.243094333,1936860.226367278,41.982994527,-87.790832088,"(41.98299452666102, -87.79083208818419)",34,22243,36,733,29
6514 W BELMONT AVE,CHI106,02/14/2019,2,1132317.345183897,1920604.474994752,41.938377159,-87.789118713,"(41.93837715933998, -87.78911871294291)",39,22254,17,396,44
6523 N WESTERN,CHI051,02/14/2019,15,1159169.452277881,1943341.864659956,42.000259511,-87.689802909,"(42.00025951144952, -87.68980290863908)",42,22528,20,320,27
6818 S KEDZIE,CHI018,02/14/2019,35,1156183.4762995,1859144.993983757,41.769276221,-87.703062595,"(41.769276221338444, -87.70306259506)",6,21867,64,383,31
6909 S KEDZIE,CHI014,02/14/2019,44,1156276.17519456,1858582.894182457,41.767731869,-87.702737907,"(41.76773186901884, -87.70273790708362)",6,21867,64,383,31
7122 S SOUTH CHICAGO AVE,CHI184,02/14/2019,38,1182950.68073348,1857907.891718214,41.765301338,-87.60498537,"(41.76530133793055, -87.60498537037378)",32,21546,67,121,33
7157 S SOUTH CHICAGO AVE,CHI180,02/14/2019,22,1183268.13695478,1857718.932023798,41.764775432,-87.603827682,"(41.76477543160108, -87.60382768240333)",32,21546,67,121,33
732 N PULASKI RD,CHI109,02/14/2019,9,1149547.986237495,1904731.758563629,41.894503309,-87.726204522,"(41.89450330881178, -87.72620452246953)",11,21572,24,99,45
7422 S JEFFERY,CHI101,02/14/2019,6,1190789.832029907,1856045.670402868,41.760005505,-87.576312983,"(41.760005504685466, -87.57631298283938)",9,22538,39,419,35
7518 S VINCENNES,CHI063,02/14/2019,5,1175649.435042562,1855003.191694386,41.75749704,-87.631833328,"(41.75749703994495, -87.63183332832696)",17,21554,67,495,32
7826 S PULASKI,CHI072,02/14/2019,9,1151040.67965499,1852282.476313374,41.750546198,-87.722092656,"(41.75054619772355, -87.72209265589272)",23,4300,69,571,30
7833 S PULASKI,CHI071,02/14/2019,11,1151122.446651206,1852224.144052921,41.75038453,-87.721794539,"(41.75038452958284, -87.72179453872008)",6,4300,69,571,30
8006 W ADDISON ST,CHI176,02/14/2019,4,1122009.359681049,1923001.912236642,41.945129354,-87.826951699,"(41.945129353961654, -87.8269516993975)",39,22254,17,445,19
8020 W FOREST PRESERVE AV,CHI174,02/14/2019,109,1121895.053321304,1922705.871637924,41.944318833,-87.827378279,"(41.944318833069445, -87.8273782786742)",39,22254,17,413,19
8043 W ADDISON ST,CHI175,02/14/2019,10,1121638.497581711,1922906.537665389,41.944873638,-87.828316944,"(41.94487363802818, -87.82831694409394)",39,22254,17,413,19
819 E 71ST ST,CHI181,02/14/2019,11,1182997.331285401,1858057.714298091,41.765711382,-87.604809732,"(41.76571138173127, -87.60480973249847)",32,21546,67,121,33
8318 S ASHLAND AVE,CHI169,02/14/2019,13,1167083.227060742,1849460.261274806,41.742473855,-87.66338548,"(41.74247385456547, -87.66338547998558)",6,21554,70,532,13
8345 S ASHLAND AVE,CHI168,02/14/2019,12,1167170.493634396,1849194.116924465,41.741741651,-87.663073329,"(41.741741651401504, -87.66307332925098)",18,21554,70,531,13
9618 S EWING AVE,CHI142,02/14/2019,12,1202074.876819482,1841844.576675849,41.720756806,-87.535436787,"(41.72075680558273, -87.53543678735923)",47,21202,49,528,47
10318 S INDIANAPOLIS,CHI120,02/13/2019,44,1203645.368140905,1837056.144574041,41.707576903,-87.529848261,"(41.70757690291348, -87.52984826112849)",47,21202,49,705,47
1110 S PULASKI RD,CHI163,02/13/2019,7,1149841.165943524,1894930.809093216,41.867602722,-87.725382743,"(41.86760272243294, -87.7253827433152)",36,21572,30,98,14
11144 S VINCENNES,CHI023,02/13/2019,14,1166993.61310625,1830711.216507448,41.691025456,-87.66424769,"(41.69102545584918, -87.6642476900556)",33,22212,74,378,42
11153 S VINCENNES,CHI022,02/13/2019,11,1167028.75294598,1830593.601477066,41.690701951,-87.664122385,"(41.690701951255015, -87.66412238501842)",45,22212,74,378,22
1117 S PULASKI RD,CHI162,02/13/2019,11,1149923.14048066,1894858.183193096,41.867401835,-87.725083688,"(41.867401834997956, -87.72508368792016)",36,21572,30,98,14
1142 W IRVING PARK,CHI095,02/13/2019,55,1167789.528738809,1926747.106564999,41.954540866,-87.658572521,"(41.95454086624301, -87.65857252142276)",37,21186,31,241,39
115 N OGDEN,CHI077,02/13/2019,13,1166484.901862159,1900735.486524538,41.883191521,-87.6641147,"(41.883191521391076, -87.66411469955516)",41,14917,29,63,46
1226 N WESTERN AVE,CHI128,02/13/2019,19,1160143.276466612,1908203.273733476,41.903817103,-87.687194998,"(41.90381710275111, -87.6871949977686)",10,21560,25,302,49
1229 N WESTERN AVE,CHI127,02/13/2019,21,1160222.668005384,1908226.0930037,41.903878079,-87.686902742,"(41.90387807933294, -87.68690274176198)",24,21560,25,516,41
1315 W GARFIELD BLVD,CHI121,02/13/2019,27,1168444.530011629,1868118.434806125,41.793645091,-87.657860764,"(41.793645091444645, -87.6578607639445)",19,22257,65,297,2
1334 W GARFIELD BLVD,CHI119,02/13/2019,25,1168211.288538348,1868328.465645528,41.794226466,-87.658709999,"(41.79422646635146, -87.65870999891658)",19,14924,59,790,4
140 N ASHLAND,CHI076,02/13/2019,4,1165683.996995108,1901211.265605895,41.884514197,-87.667042094,"(41.88451419700416, -87.66704209415728)",41,21184,29,579,46
141 N ASHLAND,CHI075,02/13/2019,2,1165763.976938881,1901213.056860738,41.884517408,-87.666748347,"(41.88451740794813, -87.66674834697315)",41,14917,29,63,46
1440 W CERMAK RD,CHI143,02/13/2019,13,1166927.452224739,1889554.984178115,41.85250181,-87.662810318,"(41.85250180995818, -87.66281031843234)",8,14920,33,365,26
1444 W DIVISION ST,CHI183,02/13/2019,12,1166380.904932347,1908131.72173424,41.903489549,-87.664284801,"(41.90348954857849, -87.66428480094734)",24,22620,25,483,11
1455 W DIVISION ST,CHI182,02/13/2019,35,1166307.374769345,1908050.267817099,41.903267607,-87.664557225,"(41.9032676068914, -87.66455722501276)",41,22620,25,484,46
14 W CHICAGO AVE,CHI139,02/13/2019,1,1176065.949659871,1905763.820506745,41.896779127,-87.628781249,"(41.89677912747405, -87.6287812485988)",22,4446,37,230,11
1635 N ASHLAND AVE,CHI112,02/13/2019,17,1165462.481130188,1911110.82578422,41.911684016,-87.66757343,"(41.91168401599584, -87.66757342998466)",24,21560,25,109,40
1638 N ASHLAND AVE,CHI113,02/13/2019,2,1165381.327302703,1911149.564060055,41.911792045,-87.667870459,"(41.91179204452259, -87.66787045896686)",24,21560,25,437,40
1754 N PULASKI RD,CHI157,02/13/2019,2,1149394.77705002,1911607.800369421,41.913374831,-87.7265886,"(41.91337483050126, -87.72658859994081)",27,22615,24,285,49
1901 E 75TH ST,CHI138,02/13/2019,14,1190192.110150425,1855579.523137741,41.75874077,-87.57851859,"(41.758740770124234, -87.57851859043261)",9,22538,39,188,35
19 W CHICAGO AVE,CHI133,02/13/2019,5,1176000.008484107,1905682.004927479,41.896556107,-87.629025904,"(41.89655610710888, -87.62902590382873)",22,4446,37,669,11
2080 W PERSHING,CHI005,02/13/2019,2,1163048.143263149,1878842.85060012,41.823188825,-87.677348795,"(41.823188824691925, -87.67734879498818)",26,14924,56,719,1
2108 S WESTERN AVE,CHI135,02/13/2019,1,1160653.576373094,1889897.05800109,41.853572622,-87.685827855,"(41.853572622430164, -87.6858278546488)",8,14920,33,4,23
2109 E 87TH ST,CHI145,02/13/2019,20,1191794.819430013,1847666.166195028,41.736987091,-87.572901178,"(41.7369870911534, -87.57290117806258)",9,21202,44,473,35
2115 S WESTERN AVE,CHI134,02/13/2019,3,1160735.325566845,1889829.27935108,41.853384939,-87.685529682,"(41.85338493884992, -87.68552968203949)",8,14920,33,4,26
215 E 63RD ST,CHI146,02/13/2019,31,1178876.815966598,1863250.968100909,41.780056987,-87.61975472,"(41.78005698693417, -87.6197547203603)",53,22260,67,122,4
2326 W CERMAK RD,CHI111,02/13/2019,1,1161063.270222802,1889382.999252403,41.852153505,-87.684338389,"(41.85215350507168, -87.68433838912533)",8,14920,33,4,26
2329 W DIVISION ST,CHI129,02/13/2019,5,1160535.84687459,1907882.739658927,41.902929409,-87.68576188,"(41.90292940885378, -87.68576187971952)",24,21560,25,541,41
2335 W CERMAK RD,CHI110,02/13/2019,1,1160979.627413278,1889300.744309286,41.851929523,-87.684647663,"(41.85192952334165, -87.68464766256305)",8,14920,33,204,26
2416 W 103RD ST,CHI154,02/13/2019,6,1161995.609362911,1836307.312617193,41.706487201,-87.682391059,"(41.70648720051648, -87.68239105927896)",33,4447,71,661,42
2432 N ASHLAND,CHI092,02/13/2019,5,1165215.788124507,1916401.754298868,41.926207903,-87.668328977,"(41.92620790295943, -87.66832897708693)",16,21190,68,743,40
2443 N ASHLAND,CHI091,02/13/2019,14,1165293.159880782,1916479.221767233,41.926418831,-87.668042465,"(41.926418831263994, -87.66804246498943)",16,21190,68,770,40
2448 N CLYBOURN AVE,CHI090,02/13/2019,3,1164505.928359546,1916376.376809816,41.926153343,-87.670938087,"(41.926153342916486, -87.67093808722792)",16,21190,68,743,40
2513 W 55TH,CHI070,02/13/2019,4,1160431.748869934,1868077.674728872,41.793702249,-87.687244272,"(41.79370224937009, -87.68724427195639)",19,22248,61,112,3
2549 W ADDISON,CHI028,02/13/2019,64,1158541.126361602,1923785.134861283,41.946607822,-87.69265244,"(41.94660782159649, -87.69265243951607)",13,21538,46,110,18
2550 W 79TH,CHI067,02/13/2019,2,1160502.556225173,1852230.031732533,41.750212593,-87.687421063,"(41.75021259302275, -87.6874210628529)",6,4300,69,498,30
2603 W 79TH,CHI066,02/13/2019,1,1160350.070879175,1852097.826068973,41.74985294,-87.687983475,"(41.749852940263196, -87.68798347502599)",6,4300,69,243,30
2705 W IRVING PARK,CHI079,02/13/2019,52,1157555.242825448,1926426.21147583,41.953875265,-87.696204089,"(41.95387526461699, -87.69620408862693)",2,21538,16,372,20
2712 W IRVING PARK,CHI080,02/13/2019,5,1157447.913673397,1926504.636730878,41.954092657,-87.696596502,"(41.954092657149786, -87.6965965016668)",2,21538,16,116,20
2900 W OGDEN,CHI021,02/13/2019,54,1157135.919535262,1892361.67589724,41.860407864,-87.698672099,"(41.86040786445197, -87.69867209877323)",36,21569,30,132,14
2912 W ROOSEVELT,CHI020,02/13/2019,7,1157040.212662274,1894612.12813304,41.866585283,-87.698962375,"(41.86658528313424, -87.69896237494204)",11,21184,30,35,23
2917 W ROOSEVELT,CHI019,02/13/2019,38,1156991.618473341,1894531.138408719,41.866364024,-87.699142966,"(41.866364024167034, -87.69914296647906)",36,21569,30,132,14
2928 S HALSTED,CHI117,02/13/2019,4,1171407.142701029,1885330.617606942,41.840812626,-87.64649261,"(41.84081262592384, -87.64649261049526)",26,14920,58,59,48
3034 W FOSTER,CHI025,02/13/2019,8,1155157.924620047,1934429.028230766,41.97588404,-87.704801123,"(41.9758840401294, -87.70480112338926)",46,21849,13,167,24
3047 W JACKSON BLVD,CHI122,02/13/2019,6,1155924.803933969,1898487.691160325,41.877242774,-87.702952689,"(41.877242773826396, -87.7029526885659)",11,21184,28,737,23
3100 W AUGUSTA,CHI011,02/13/2019,5,1155438.362612354,1906531.350675229,41.899325141,-87.704522346,"(41.89932514072566, -87.70452234551168)",10,21560,25,301,49
3111 N ASHLAND AVE,CHI171,02/13/2019,3,1165145.222818929,1920790.84196687,41.938253306,-87.668463202,"(41.938253305553516, -87.66846320182256)",16,4449,57,712,40
3116 N NARRAGANSETT AVE,CHI132,02/13/2019,2,1133159.075197319,1920109.559372899,41.93700435,-87.786036722,"(41.93700435024341, -87.78603672187927)",39,22254,19,137,44
3130 N ASHLAND AVE,CHI172,02/13/2019,7,1165057.801533191,1920991.385440163,41.938805468,-87.668778779,"(41.93880546751142, -87.66877877931208)",16,4449,57,711,40
3137 W PETERSON,CHI024,02/13/2019,24,1154183.287274807,1939668.834930217,41.990281914,-87.708244626,"(41.9902819135942, -87.70824462568225)",46,4450,20,65,24
3200 S ARCHER AVE,CHI144,02/13/2019,22,1165344.912712872,1883513.817021857,41.835958018,-87.668790267,"(41.83595801848586, -87.66879026653764)",26,14920,56,192,26
3230 N MILWAUKEE AVE,CHI087,02/13/2019,4,1149738.885755279,1921203.286051271,41.939699007,-87.725074339,"(41.93969900713657, -87.72507433916897)",7,21538,22,138,21
324 E ILLINOIS ST,CHI126,02/13/2019,4,1178721.705071304,1903728.729069971,41.891134484,-87.61908944,"(41.89113448402406, -87.61908943995478)",22,21182,37,159,36
324 S KEDZIE AVE,CHI123,02/13/2019,6,1155057.768104626,1898246.715441378,41.876598942,-87.706142679,"(41.87659894232968, -87.70614267856668)",11,21572,28,765,23
3450 W 71ST,CHI015,02/13/2019,4,1154377.983623192,1857351.590718894,41.764390957,-87.70972842,"(41.76439095689881, -87.70972841983624)",6,21867,64,383,31
346 W 76th ST,CHI136,02/13/2019,5,1175111.640548294,1854589.688795628,41.756374355,-87.633816585,"(41.7563743554102, -87.6338165847716)",17,21554,67,495,32
3521 N WESTERN,CHI026,02/13/2019,57,1159788.440574137,1923417.775809662,41.945574091,-87.688077853,"(41.945574090874274, -87.68807785258112)",13,21538,46,646,18
3534 N WESTERN,CHI027,02/13/2019,54,1159704.098937127,1923558.718079439,41.945962587,-87.688383964,"(41.9459625867886, -87.68838396394528)",13,21538,46,110,18
3535 E 95TH ST,CHI140,02/13/2019,2,1201486.255858151,1842590.389225195,41.722818322,-87.537567465,"(41.722818322421595, -87.53756746533104)",47,21202,49,528,47
3542 E 95TH ST,CHI141,02/13/2019,1,1201629.279994198,1842674.179369794,41.72304462,-87.537040758,"(41.72304461975978, -87.5370407583455)",47,21202,49,705,47
3646 W MADISON,CHI009,02/13/2019,33,1151844.874455435,1899804.753327747,41.880938186,-87.717898449,"(41.88093818643283, -87.71789844857646)",11,21572,28,704,23
3655 W JACKSON,CHI008,02/13/2019,11,1151781.484945551,1898394.967222984,41.877070828,-87.718168316,"(41.87707082846323, -87.71816831641307)",11,21572,28,704,23
